"","BU207","BU208","BU211","BU301","BU304","CR108","CR109","CR125","CR132","EH152","EH153","ES171","ES174","ES189","ES246","ES355","ES409","ES440","ES618","ES828","GR135","GR141","IT113","IT148","IT151","IT152","IT164","IT165","IT167","IT168","IT317","IT321","PO145","PO241","PO254","SE127","SE129","SE130","SE134","SL143"
"OTU2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000576439565830625,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000627258878700081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298694704142896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000462976791421488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU202",0,0,0,0,0,0,0.00162198656303517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000820492623771312,0.405718004156259,0,0,0,0,0,0,0,0,0,0
"OTU2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379358173390395,0,0,0,0,0,0,0
"OTU2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301558906210069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2024",0,0,0,0.000275141009767506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017632611935599,0,0,0,0,0,0,0,0,0,0
"OTU2028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271106991062215,0,0,0,0,0,0,0,0,0
"OTU2032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111153698735148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2040",0,0,0,0,0,0.000505531964063899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU206",0,0,0,0.0102981349370124,0.0174453089564216,0.000426091226853858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2062",0,0.00114318930439837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2063",0,0.00300329393528386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2064",0,0,0.000598030486265233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218634670211463,0,0,0,0,0,0,0,0,0
"OTU207",0.000563281112480197,0,0.00936914428482199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001224381155177,0,0,0,0
"OTU2075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000776674573353765,0,0,0,0,0,0,0,0,0,0
"OTU2078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000261912660858026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152666999002991,0
"OTU2094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001609812188578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021978021978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726321905868681,0,0,0,0,0,0.31214815723309,0,0,0,0,0,0,0,0,0,0,0,0,0.000197934413018429
"OTU2102",0.000199495394003403,0,0.00034552872539769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU211",0,0,0,0.00108091110980092,0,0,0,0,0,0,0,0,0,0,0.116948457776255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000970757788464411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214669051878354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130857427716849,0
"OTU2129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000672803951492476,0,0,0,0,0,0,0,0,0,0,0
"OTU2130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306630893062476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000467347956131605,0
"OTU2142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284518630042796,0,0,0,0,0,0,0
"OTU2145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279373504915228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209557883976489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU215",0,0,0.00621951705715842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2150",0,0,0,0,0,0,0.000543406665788434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000680845326772052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145815797896933,0,0,0,0,0,0,0
"OTU2156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342529213249704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268825233728606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU216",0,0,0,0,0.00715257667213286,0,0,0,0,0,0,0,0,0.0168971503831418,0.000510986203372509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00879568092682847,0,0.00165287810679866,0,0,0,0,0,0,0,0,0
"OTU2166",0,0.00133695020344894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2169",0,0,0,0,0,0,0,0,0.000348836195243618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU217",0,0,0,0,0,0.145318774012768,0.00243709656171782,0,0.0281859645756844,0,0,0.000374753167384944,0,0.00214020593869732,0,0,0,0,0.0118035305826684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218994087159647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140641071391087,0,0,0,0,0,0,0,0,0,0
"OTU2175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000748100974449474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041480445271656,0,0,0,0,0,0,0
"OTU2183",0,0,0,0,0,0,0,0,0,0,0,0,0.000334374962002845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480823980463362,0,0,0,0,0,0
"OTU219",0,0,0,0,0,0,0,0,0.0804241848134162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079428117553614,0,0,0,0,0,0,0
"OTU2196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000889120718883739,0,0,0,0,0,0,0
"OTU2197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000655352729953716,0,0,0,0,0,0,0,0
"OTU22",0,0,0,0.0182575712910009,0.00579184257353198,0.00398648063090389,0.000312870504544856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242677542215781,0,0.00496358758144883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571772494733674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000450487830901094,0,0,0,0,0,0,0
"OTU2217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000572988641342816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000440815298389975,0,0,0,0,0,0,0,0,0,0
"OTU2220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000497907602574894,0,0,0,0,0,0,0
"OTU2221",0,0,0,0.000294793939036613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224021028107172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000896084112428687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434169375114981,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000261556188631496
"OTU2235",0,0,0,0,0,0,0,0,0,0,0,0,0.000316136327711781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2237",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000553759578544061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130665061691243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2242",0,0,0,0,0,0,0,0,0,0,0,0,0.000376931775348662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2244",0,0,0,0,0,0,0,0,0,0,0,0.000936882918462359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151399003449598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065002759551113,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174556894038211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080613611845459,0,0,0,0,0,0,0
"OTU2261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000265718515519227,0,0,0,0,0,0
"OTU227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411213127563977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000860639392094712,0,0,0,0,0,0,0,0,0,0
"OTU2274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000972105319312887,0,0,0,0,0,0,0
"OTU2275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000574344836639919,0,0,0,0,0,0,0,0,0,0,0
"OTU2281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169442292796282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2295",0,0,0,0.00121848161468467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2296",0,0,0,0,0,0,0,0,0,0,0,0.000353132792343505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330311099127035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000714550540968688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229195456537126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937321748019422,0,0,0,0,0,0,0,0.00191523971105242,0,0,0,0,0,0,0,0,0
"OTU2309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000627258878700081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199335548172757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114354498946735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2316",0,0.000658787056771943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000839648187409475,0,0,0,0,0,0,0,0,0,0
"OTU2326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357275270484344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000320083458798146,0,0,0,0,0,0,0
"OTU2339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284518630042796,0,0,0,0,0,0,0
"OTU2345",0,0,0,0.000471670302458581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230548102721349,0,0,0.00186423008523947,0,0,0.00533176599005017,0,0,0,0,0,0,0,0,0,0
"OTU2359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238955763314316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000436901819969144,0,0,0,0,0,0,0,0
"OTU2375",0,0,0,0,0,0,0.000304637070214728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000594644364305992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296230472833717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508705426738214,0.000524780117130922,0,0,0,0,0,0,0,0,0,0
"OTU2391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000466057521309867,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2392",0,0,0,0,0,0.000223878441228298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000987102933799375,0,0,0,0,0,0,0,0,0,0,0,0
"OTU24",0,0,0,0,0,0,0,0,0,0,0,0.00045402787587022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032898482873809,0,0,0,0,0,0
"OTU2406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000367940148402527,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000674556938737965,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000283759968935751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235839786171927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000629736140557107,0,0,0,0,0,0,0,0,0,0
"OTU2428",0,0,0,0,0,0,0,0,0,0,0,0.000374753167384944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259410455606679,0,0,0,0,0,0,0,0
"OTU243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234191582783237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355675476789109,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU244",0,0.215423367564426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104848911945253,0,0.00278408045624578,0.00757318316423127,0,0,0,0,0,0,0,0,0,0,0,0
"OTU245",0,0,0,0,0,0,0,0,0,0,0,0.155861283673734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128365321920975,0,0,0,0,0,0,0
"OTU2450",0,0,0,0,0,0,0,0,0,0,0,0.00108822554375243,0.000358693141057598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036445944909077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210808738980452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000262900670733763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2469",0,0,0,0,0,0.000332206719241991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210808738980452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032006828123333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107320812571867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000454760114039844,0,0,0,0,0,0,0,0,0
"OTU2479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000490586864536702,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU248",0,0,0,0,0,0.00498310078862986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848674405424127,0,0,0,0,0,0,0,0,0,0
"OTU2484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000902621801465186,0,0,0,0,0,0,0,0,0,0
"OTU2489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000818656982724239,0,0,0,0,0,0,0,0,0,0
"OTU2492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000339619117160105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000354982728724929,0,0,0,0,0,0,0,0
"OTU2508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418172585800054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000382071506805118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU251",0,0.0004068978880062,0,0.0408387870212055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426476706373802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000486052659656444,0,0,0,0,0,0,0
"OTU252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867544539116964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545771321816159,0,0,0,0,0,0,0,0,0,0
"OTU253",0,0,0,0,0,0.105230089262501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000332247050423792
"OTU2531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296605884930399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000393542406380634,0,0,0,0,0,0,0,0,0
"OTU2539",0,0,0,0,0,0.000231100326429211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112992273488806
"OTU255",0,0,0,0,0,0,0,0.000320791897713212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
