"","BU207","BU208","BU211","BU301","BU304","CR108","CR109","CR125","CR132","EH152","EH153","ES171","ES174","ES189","ES246","ES355","ES409","ES440","ES618","ES828","GR135","GR141","IT113","IT148","IT151","IT152","IT164","IT165","IT167","IT168","IT317","IT321","PO145","PO241","PO254","SE127","SE129","SE130","SE134","SL143"
"OTU56",0,0,0,0,0.00188409336729353,0.0241283184562498,0,0,0,0,0,0.0590524510298505,0.108495555852778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119230042612146,0,0,0,0,0,0,0,0,0,0
"OTU560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313596759267343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105136723741375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU562",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374161877394636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122983316342217,0,0,0,0,0,0,0,0,0,0,0,0
"OTU57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767413798914692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12103520914836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233827762164732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857059848925044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU58",0,0,0.00167448536154265,0,0.0424967726178431,0,0,0,0,0,0,0,0,0,0.0438718154609826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138541950922563,0,0,0,0,0,0.00159701889805696,0,0,0,0
"OTU584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015424746043079
"OTU586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962867087611285,0,0,0,0,0,0,0,0,0
"OTU588",0,0,0,0,0,0,0,0,0,0,0,0,0.00658414697907421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00927484151788539,0,0,0,0,0.0248005982053838,0
"OTU592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517141196978501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU6",0.980214750924133,0,0.938097199888368,0,0,0.000447756882456596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073727182119793,0,0,0,0.665424540857067,0,0,0,0
"OTU604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137855897733876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625122094159015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU610",0,0.0296841697345476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU611",0,0,0,0,0,0,0,0,0,0,0,0,0.00377539729825031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701313476935617,0,0,0.0111494085473405,0,0,0,0,0,0,0,0,0,0,0,0
"OTU615",0,0,0,0,0,0,0,0,0.000819765058822503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU616",0,0,0,0,0,0,0,0,0.0127150793166299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840204634366536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026561901111537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU63",0,0,0,0,0.000802484211995394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105536640657503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377305583250249,0
"OTU639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162211241291404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU64",0,0,0,0,0,0,0,0,0.585303531094386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU642",0,0,0,0.000904034746378948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385631533172517,0.0146938432796658,0,0,0,0,0,0,0,0,0,0
"OTU643",0,0,0,0.00283002181475149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213820377754804,0,0,0,0,0,0,0,0,0,0,0
"OTU646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132769795991517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU65",0,0,0,0,0,0.000238322211630124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU655",0.000492870973420173,0,0.0034818663866998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121905775885015,0,0,0,0
"OTU656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140451215345877,0,0,0,0,0,0
"OTU658",0,0,0,0,0,0,0,0,0,0.000249729459751935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897931206380857,0
"OTU668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107082051435228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965994583207945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437988174319293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU68",0,0,0,0,0,0,0,0,0,0,0,0.000295478458899667,0,0,0,0,0,0,0,0,0,0,0.000792231024789164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU682",0,0,0,0,0,0,0.000633974443419839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328197049508525,0,0,0,0,0,0,0,0,0,0,0
"OTU684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877009673396474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU696",0.00122044241037376,0,0,0.00453982666116385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU7",0,0,0,0,0,0,0,0,0,0,0,0.0198475042880411,0,0,0.000269531184196488,0.0122189825826747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81073233869134,0.0538208429474489,0.000474197716737994,0,0,0,0,0,0,0
"OTU70",0,0,0,0,0.296256236697952,0,0,0,0,0,0,0,0,0.000314295977011494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445093729093565,0,0,0,0,0,0,0,0
"OTU702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175481482774877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU704",0,0,0,0.00186702828056522,0,0.00785018921339226,0,0,0.000933136822276679,0,0,0,0,0,0.000303222582221049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211687096932999,0,0,0,0,0,0,0,0,0,0,0
"OTU706",0,0,0,0,0,0,0,0,0,0,0,0.00141253116937402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422005677894575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151560126416511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU716",0,0,0,0,0,0,0,0,0.00707265385856436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU723",0,0,0,0,0,0.00970621371002687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557043990923293
"OTU728",0.00110309217860705,0,0.00317620636038646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106932704083157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU739",0,0,0,0.0170587426055854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998465555764934,0,0,0,0,0
"OTU748",0,0,0,0,0.00195387460311922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705984892504358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406337848198313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431995517027653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386096900391213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU752",0,0,0,0,0,0,0,0,0,0,0,0,0.000297897693420717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179478413752686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU768",0,0,0,0,0,0,0,0,0,0.0418713060850745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU772",0,0,0,0,0,0.00556085160470289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441528178083032,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041194569251807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00896084112428687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313226181254841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU789",0,0,0,0.0020832105025254,0,0,0,0,0,0,0,0.00291875063059427,0.0058728402417227,0,0,0.00120847080487992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000320083458798146,0,0,0,0,0,0,0
"OTU797",0,0,0,0,0,0,0,0,0,0,0.0147649730140992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195191198651406,0,0,0,0
"OTU80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000969375913056538,0,0,0,0,0,0,0,0
"OTU802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00616804564055079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU805",0,0,0,0.00141501090737574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418597652723443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346485856805759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU821",0,0,0,0.00161154020006682,0.00170964027772932,0.000440534997255684,0.00466835726518245,0,0,0,0,0.00910938468412632,0,0,0,0.000422005677894575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288082137542154,0,0,0,0,0,0,0,0
"OTU824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986537689231897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262620885458256,0,0,0,0
"OTU832",0,0,0,0,0,0,0,0.0298794739012877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293025981637038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381582907011736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU847",0,0,0,0,0,0,0,0,0,0.0267626737700824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU851",0,0,0,0.00135605211956842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU853",0,0,0,0,0,0.00540919201548372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU855",0,0,0,0,0,0,0,0,0.00273836413266241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620278907611854,0,0,0,0,0,0.00179064205555896,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267921709956967,0,0,0,0,0,0,0
"OTU870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106694486266049,0,0,0,0,0,0,0
"OTU877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172166623431591,0,0,0,0,0,0,0,0
"OTU879",0,0,0,0,0,0,0,0,0,0,0,0.00161432133642745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000857047907228937,0.00189779228049097,0,0,0,0,0,0,0,0
"OTU882",0,0,0,0.0110449462492384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000761671495564384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202226903400542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU892",0,0,0,0,0.000418687414954119,0,0,0,0,0,0,0,0,0,0.00488525271356135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784668565894487
"OTU9",0,0,0.00227251584780789,0.0264724957254879,0.0494748962004117,0.0127899586908167,0.319259649585035,0,0,0,0,0.307441733089263,0,0.00478927203065134,0,0.0239008670298473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432901437680051,0,0,0,0.000266169816342827,0,0,0,0
"OTU90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835350375631394,0,0
"OTU903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000433107321007199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470701370348344,0,0,0,0,0.0028352442671984,0
"OTU909",0,0,0,0,0,0.000556085160470289,0,0,0,0,0,0.0009224693351014,0.00231630655496516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU91",0,0,0,0,0,0,0,0,0,0.00212270040789145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000810069790628116,0
"OTU910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000479105669417088,0,0,0,0
"OTU912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110373119749951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657949331973967,0,0,0,0,0,0,0
"OTU919",0,0,0,0,0,0,0,0,0,0,0,0,0.000693068103060443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU921",0,0,0,0,0,0,0,0,0,0,0,0,0.00186034069768856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163731396544848,0,0,0.00079428117553614,0,0,0,0,0,0,0
"OTU929",0,0,0,0,0,0,0,0,0.00129069392240139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU93",0,0,0,0,0,0,0,0,0,0,0,0,0,0.927412595785441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU935",0,0,0,0,0.000628031122431178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU939",0,0,0,0,0.000767593594082551,0.000368316145246555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU940",0,0,0,0,0,0,0,0,0.00470056773090776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU943",0,0,0,0,0,0,0,0,0.00684591033165601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279580884232047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017588035074844,0,0,0,0,0.0034272183449651,0
"OTU950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295377344557672,0,0,0,0,0,0,0,0,0,0,0
"OTU952",0,0,0,0,0,0,0,0,0,0,0,0.00866977039161706,0.000960568072662719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343864356124606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU960",0,0,0,0,0,0,0,0,0.0029215031351653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113952029630515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU965",0,0,0,0,0,0,0.00340040837834277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU97",0.000293375579416769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU972",0,0,0,0,0.00177942151355501,0,0,0,0,0,0,0,0,0,0.00110058566880233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019801384291303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU990",0,0,0,0,0,0,0,0,0,0,0,0.000208996958733911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU992",0,0,0,0,0,0,0,0,0.00729067648059163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00875605774949071,0,0,0,0,0.000529661016949153,0
"OTU999",0.00131432259578713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
